,Pc1.A,Pc1.R,Pc1.N,Pc1.D,Pc1.C,Pc1.Q,Pc1.E,Pc1.G,Pc1.H,Pc1.I,Pc1.L,Pc1.K,Pc1.M,Pc1.F,Pc1.P,Pc1.S,Pc1.T,Pc1.W,Pc1.Y,Pc1.V,Pc2.Hydrophobicity.1,Pc2.Hydrophilicity.1,Pc2.Hydrophobicity.2,Pc2.Hydrophilicity.2
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9324805409641411,0.0,0.9324805409641411,0.0,0.0,0.9324805409641411,0.0,0.9324805409641411,0.0,0.0,0.0,0.9324805409641411,0.02511718044642347,0.01945682803719223,0.010913326114537622,0.012032124437705653
11,0.8897969231881402,0.0,0.0,0.0,0.0,0.0,0.0,0.8897969231881402,0.0,0.8897969231881402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7795938463762804,0.047213389191775715,0.012203113336238513,0.041830022695660767,0.008956551588184859
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9297596288567557,0.9297596288567557,0.0,1.8595192577135113,0.0,0.0,0.0,0.0,0.0,0.9297596288567557,0.02761290240139914,0.01682730861606692,0.01512114732806551,0.0106790127977128
13,0.0,1.1286772769715614,0.0,0.0,0.0,1.1286772769715614,0.0,0.0,0.0,0.0,1.1286772769715614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257354553943123,-0.050293456282169004,-0.01470876014898829,-0.04963674409083316,-0.014038316449571027
14,0.8399052610794739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399052610794739,0.0,0.0,1.6798105221589479,0.0,0.0,0.0,0.0,0.0,0.8399052610794739,0.05068138376136307,0.03233597389621418,0.04841814083373572,0.028659240429212987
15,0.0,0.0,1.0236981423688667,0.0,0.0,0.0,0.0,1.0236981423688667,0.0,0.0,0.0,0.0,0.0,1.0236981423688667,0.0,1.0236981423688667,0.0,0.0,0.0,1.0236981423688667,-0.008594872879340958,-0.007233791461187588,-0.0012613360011074209,-0.0066081420272307585
16,0.0,0.0,0.9566485908430977,0.0,0.0,0.0,0.0,0.0,0.9566485908430977,0.0,0.9566485908430977,0.0,0.0,0.9566485908430977,0.0,0.0,0.0,0.0,0.0,0.9566485908430977,0.01317246788048644,0.01723924894589283,0.0005776072595139978,0.012362085071009103
17,0.9716304619816409,0.0,0.0,0.0,0.0,0.9716304619816409,0.0,0.9716304619816409,0.0,0.9716304619816409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716304619816409,0.016430548714965937,0.005808011781708634,0.007776563614120576,-0.0016455860924361227
18,0.0,0.0,0.0,0.0,0.0,4.625440800120433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03519362425189311,0.002262295736063617,0.03519362425189312,0.002262295736063617
19,0.8898029370790174,0.8898029370790174,0.8898029370790174,0.8898029370790174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8898029370790174,0.0,0.0,0.0,0.0,0.03523106872250427,0.03707454328926048,0.025797229122429478,0.012094221786788338
20,0.0,0.0,0.0,0.0,0.0,0.0,1.004665899797501,0.0,0.0,0.0,0.0,0.0,0.0,1.004665899797501,0.0,2.009331799595002,0.0,0.0,0.0,1.004665899797501,-0.015288417127830384,-0.02685188612848104,0.02123450046751251,0.016239902991297808
21,5.014806000596467,0.0,0.0,0.0,0.0,1.0029612001192934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010477768995633184,2.0294065504256288e-05,-0.0037654482328056725,-0.00026382285155533014
22,1.9899474425454144,0.9949737212727072,0.9949737212727072,0.0,0.0,0.0,0.9949737212727072,0.0,0.0,0.0,0.9949737212727072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01642135720356148,-0.027386836931851552,0.016290904231902253,0.032543568630803446
23,2.049579832857901,0.0,0.0,1.0247899164289505,0.0,0.0,0.0,0.0,0.0,1.0247899164289505,0.0,0.0,0.0,1.0247899164289505,0.0,0.0,0.0,1.0247899164289505,0.0,0.0,0.0025134910700243553,-0.02189949953465236,0.004646019345837207,-0.010049927310159731
24,1.8565304214474239,0.0,0.0,0.0,0.0,0.0,0.0,1.8565304214474239,0.0,0.9282652107237119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282652107237119,0.0,0.0,0.026198708517956013,-0.003103751489093666,0.03056597457407424,0.018073857673351585
25,1.8882290470178869,0.0,0.0,0.0,0.0,0.9441145235089434,0.0,0.9441145235089434,0.0,1.8882290470178869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03379273189445958,0.007490190160489235,0.01492127880152119,-0.00031872436541345177
26,1.9906442095057866,0.0,0.0,0.0,0.0,0.9953221047528933,0.0,0.0,0.0,0.0,0.9953221047528933,0.0,0.0,0.0,0.0,1.9906442095057866,0.0,0.0,0.0,0.0,0.0034170730556930345,0.0010009682298190803,0.0012106501163575013,-0.0009507961547628465
27,1.8921086596498111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8921086596498111,0.0,0.0,1.8921086596498111,0.0,0.0,0.0,0.0,0.0,-0.0008089936664151396,0.0056249029010221226,0.01754480106597365,0.03158495987451368
28,3.976621772794298,0.0,0.0,0.0,0.0,0.9941554431985745,0.0,0.0,0.0,0.0,0.9941554431985745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003894666268625482,0.001066142091253486,-0.0001622777611927286,0.0010460262027392692
29,2.273068629403282,2.273068629403282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273068629403282,0.0,0.0,0.0,0.0,0.0,0.0,0.04335268533421248,0.023807340159540617,-0.13702337866911407,-0.06667096152627984
30,1.8909886017025797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9454943008512898,0.0,0.9454943008512898,1.8909886017025797,0.008573044567888212,0.015385905760457497,0.022303855786375837,0.008242893033988693
31,2.0273760213166243,0.0,0.0,1.0136880106583122,0.0,1.0136880106583122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0136880106583122,0.0,0.0,1.0136880106583122,0.009495618916778848,-0.0069849337153759985,-0.010160152112472478,-0.006038543747242524
32,0.9430092088389059,0.0,0.0,0.0,0.9430092088389059,0.0,0.0,1.8860184176778119,0.0,0.9430092088389059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9430092088389059,0.02969540040513177,0.00394909501411867,0.022240267944382514,0.0011060277974610571
33,1.0392393449136237,0.0,0.0,1.0392393449136237,0.0,1.0392393449136237,0.0,2.0784786898272474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0392393449136237,-0.02000183058399212,-0.015185624935101453,-0.006156177338310115,0.002104287943780061
34,1.0120722184413051,0.0,0.0,1.0120722184413051,0.0,0.0,1.0120722184413051,0.0,0.0,1.0120722184413051,0.0,0.0,0.0,0.0,0.0,1.0120722184413051,0.0,0.0,0.0,1.0120722184413051,-0.03191069875852511,-0.03340173879514756,0.03271006495989097,0.020530154152476707
35,1.149837377621228,0.0,0.0,1.149837377621228,0.0,0.0,1.149837377621228,0.0,0.0,0.0,1.149837377621228,1.149837377621228,0.0,1.149837377621228,0.0,0.0,0.0,0.0,0.0,0.0,-0.009062399753696174,0.001958015882190758,-0.06740795541005902,-0.07532503833966356
36,1.0141668066266805,0.0,0.0,0.0,0.0,0.0,2.028333613253361,0.0,0.0,0.0,1.0141668066266805,0.0,1.0141668066266805,0.0,0.0,0.0,0.0,0.0,1.0141668066266805,0.0,-0.014127866842947583,-0.03252043003223075,0.004357551914063058,0.028123938334434835
37,0.9890647182935447,0.0,0.9890647182935447,0.0,0.0,0.0,0.9890647182935447,0.9890647182935447,0.0,0.0,0.0,0.9890647182935447,0.0,0.0,0.0,0.9890647182935447,0.0,0.0,0.0,0.0,-0.007353641028204798,0.008016739218321665,0.003187272173697832,0.0070849113426406036
38,0.8270871394455842,0.0,0.0,0.8270871394455842,0.0,0.0,0.8270871394455842,0.0,0.0,0.0,0.0,1.6541742788911684,0.0,0.0,0.0,0.8270871394455842,0.0,0.0,0.0,0.0,0.029931466305704767,0.05418189711128338,0.023674114020168065,0.06512538311725964
39,0.9242302374105751,0.0,0.0,0.0,0.0,0.0,1.8484604748211502,0.0,0.0,0.0,0.0,0.9242302374105751,0.0,0.0,0.9242302374105751,0.0,0.9242302374105751,0.0,0.0,0.0,0.006564032900256875,0.023416619241150207,0.011387779497776609,0.034401330950241185
40,1.9565866183604779,0.0,0.0,0.0,0.0,0.0,0.9782933091802389,0.0,0.0,0.0,1.9565866183604779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782933091802389,0.012375348031080424,-0.005854785162856367,0.021614618855483454,-0.006428490903946508
41,0.9763335344849865,0.0,0.0,0.0,0.0,0.0,0.9763335344849865,0.0,0.0,0.0,0.0,0.0,0.0,0.9763335344849865,0.0,0.0,0.9763335344849865,0.0,0.0,1.952667068969973,0.011660644938861,-0.00010362856025552016,0.014158106058382499,-0.00204865692197455
42,0.979227808842366,0.0,0.979227808842366,0.0,0.0,0.0,0.0,0.0,0.0,0.979227808842366,0.0,0.0,0.0,0.979227808842366,0.979227808842366,0.979227808842366,0.0,0.0,0.0,0.0,-0.009227471838328396,-0.005312542545859766,0.023674528914665198,0.011637676627156916
43,0.9902740092810858,0.0,0.0,0.0,0.0,1.9805480185621716,0.0,0.9902740092810858,0.0,0.0,0.0,0.0,0.0,0.9902740092810858,0.9902740092810858,0.0,0.0,0.0,0.0,0.0,-0.003615615478771998,-0.003718862040093646,0.015579110393280986,0.001481357844498973
44,0.9884801797890814,0.0,0.0,0.0,0.0,0.9884801797890814,0.0,1.9769603595781629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9769603595781629,0.0,0.005198637296741341,0.008473780044773033,0.004244582214149544,-0.006397179344745417
45,0.9936898041869933,0.0,0.0,0.0,0.0,0.0,0.0,2.98106941256098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9873796083739865,0.0,0.0,0.0,0.0,-0.0005023022062720567,0.0010769305763476613,0.004991628174828566,0.0007439392681025931
46,0.9875868334924454,0.0,0.9875868334924454,0.0,0.0,0.0,0.0,0.9875868334924454,0.0,0.0,0.0,0.0,0.0,0.9875868334924454,0.0,0.0,0.0,0.0,0.9875868334924454,0.9875868334924454,0.0008341087444432128,0.008492765774241745,-0.004578757789789581,0.0076650497786593
47,0.9825779233932321,0.0,0.0,0.0,0.0,2.9477337701796964,0.0,0.9825779233932321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9825779233932321,0.0,0.017036303727735902,-0.0028751623426636693,0.003294420067612925,-3.3484845917227765e-05
48,1.1356191097453965,0.0,0.0,2.271238219490793,0.0,0.0,0.0,0.0,0.0,1.1356191097453965,0.0,0.0,0.0,1.1356191097453965,0.0,0.0,0.0,1.1356191097453965,0.0,0.0,-0.014620242443039982,-0.04822174577696808,-0.01853990253359733,-0.0542372189917911
49,0.950755154475116,0.0,0.0,0.0,0.0,0.0,0.0,1.901510308950232,0.0,0.950755154475116,0.0,0.0,0.0,0.0,0.0,0.950755154475116,0.0,0.950755154475116,0.0,0.0,0.02211957293581755,-0.003099298046710704,0.01877340179913902,0.01145116883663809
50,0.8995425339563002,0.0,0.0,0.0,0.0,0.0,0.0,0.8995425339563002,0.0,1.7990850679126005,0.8995425339563002,0.0,0.8995425339563002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366746279394845,0.01022380150289273,0.03893467374243495,0.007631528004423692
51,0.9728743881127412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728743881127412,0.9728743881127412,0.0,0.0,0.0,0.0,1.9457487762254824,0.9728743881127412,0.0,0.0,0.0,0.022222316920464384,0.006403243154112624,0.002907138048032168,-0.004407086235350366
52,1.092180450455283,0.0,1.092180450455283,0.0,0.0,1.092180450455283,0.0,0.0,0.0,2.184360900910566,0.0,1.092180450455283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02638292613766578,-0.014346349407599818,-0.03385854861703446,-0.017592626292982985
53,0.9862228625141384,0.0,2.958668587542415,0.0,0.0,0.0,0.0,0.0,0.0,0.9862228625141384,0.0,0.0,0.0,0.0,0.0,0.9862228625141384,0.0,0.0,0.0,0.0,0.02040224723951656,0.0005422961903126,-0.005701910880927811,-0.0014654950630397312
54,1.8895295622164652,0.0,0.0,0.9447647811082326,0.0,0.0,0.0,0.9447647811082326,0.0,0.9447647811082326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9447647811082326,0.02866619930420128,0.009349315163880342,0.0184760280813209,-0.0012563236576351735
55,1.870796323653272,0.0,0.0,0.0,0.0,0.0,0.0,0.935398161826636,0.0,0.935398161826636,0.0,0.0,0.0,0.0,0.0,0.935398161826636,0.0,0.0,0.0,0.935398161826636,0.03178641688956254,0.007714572666760704,0.023789573815635786,0.0013112748014048137
56,1.867304829362923,0.0,0.0,0.0,0.0,0.0,0.0,0.9336524146814615,0.0,0.9336524146814615,0.0,0.0,0.0,0.0,0.0,0.0,0.9336524146814615,0.0,0.0,0.9336524146814615,0.03234063336426239,0.007301129932701196,0.024735786326809905,0.001970035694764897
57,1.9313816586789203,0.0,0.0,0.0,0.0,0.9656908293394602,0.0,0.0,0.0,0.0,1.9313816586789203,0.0,0.0,0.0,0.0,0.0,0.9656908293394602,0.0,0.0,0.0,0.01131997074610354,0.0017020308580238768,0.011796932948953466,0.009490236107458814
58,1.0697150845546517,0.0,0.0,0.0,0.0,0.0,2.1394301691093034,0.0,0.0,0.0,1.0697150845546517,0.0,0.0,0.0,0.0,0.0,1.0697150845546517,0.0,1.0697150845546517,0.0,0.002422030426185013,-0.0018998035399205313,-0.019694486942223016,-0.050542824498693184
59,1.0243481561419057,0.0,0.0,0.0,0.0,1.0243481561419057,0.0,0.0,0.0,0.0,1.0243481561419057,0.0,0.0,0.0,0.0,2.0486963122838113,0.0,1.0243481561419057,0.0,0.0,-0.0022028064648649094,-0.0039777298279871295,-0.009581992372263743,-0.008585627476789846
60,2.0101411577049677,0.0,0.0,1.0050705788524839,0.0,1.0050705788524839,0.0,0.0,0.0,0.0,1.0050705788524839,0.0,0.0,0.0,0.0,0.0,1.0050705788524839,0.0,0.0,0.0,-0.007560494902685739,-0.005120222035027084,0.0020375126260212856,0.005572625459207583
61,3.8072031717557016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9036015858778508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019766327534310922,0.005292812767175338,0.01973124530998532,0.003408821449603063
62,1.0200983739181944,0.0,2.0401967478363887,0.0,0.0,0.0,0.0,0.0,0.0,1.0200983739181944,0.0,0.0,1.0200983739181944,0.0,0.0,0.0,1.0200983739181944,0.0,0.0,0.0,-0.012985824261426897,-0.0016871155774843152,-0.008564649563552774,0.0031392154842694885
63,1.9415865366781078,0.0,0.9707932683390539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9415865366781078,0.0,0.0,0.0,0.0,0.9707932683390539,0.0,0.0,0.0,0.013564545093381822,0.02634976822687534,-0.005515580402381287,-0.005192001256929729
64,0.9595347361622192,0.0,0.9595347361622192,0.0,0.0,0.0,0.0,0.0,0.9595347361622192,0.0,0.9595347361622192,0.0,0.0,0.9595347361622192,0.0,0.0,0.0,0.0,0.0,0.9595347361622192,0.005683017951468901,0.013510711784039314,0.00975379281233171,0.01151774128994089
65,0.9750425611549959,0.0,3.9001702446199835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9750425611549959,0.0,0.0,0.0,0.0,0.010412009193752608,0.0018098904346719124,0.011212932977887422,0.0015226062386922436
66,1.0203262872374852,0.0,2.0406525744749704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0406525744749704,0.0,0.0,1.0203262872374852,0.0,-0.000992850963496569,-0.0046937573593054255,-0.007962148960508198,-0.006677529954175076
67,0.904884114172469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714652342517407,0.0,0.0,1.809768228344938,0.0,0.0,0.0,0.0,0.0,0.017004277866079963,0.03173303588720847,0.013750937548057268,0.03262763452618524
68,3.0295576018894637,0.0,0.0,0.0,0.0,2.019705067926309,0.0,0.0,0.0,0.0,1.0098525339631546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009713863164610781,-0.001036373073562658,-0.00016484002523699064,0.0010625423002558704
69,3.0272242581195234,0.0,0.0,0.0,0.0,2.0181495054130156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0090747527065078,0.0,0.0,0.0,0.0,0.0,-0.017094028320225888,-0.0009367098843201391,0.008691270926522904,0.00026471457151532794
70,0.9495244402228965,0.0,0.0,0.0,0.0,0.9495244402228965,0.0,0.0,0.0,1.899048880445793,0.0,0.0,0.0,0.9495244402228965,0.0,0.9495244402228965,0.0,0.0,0.0,0.0,0.01759615570690135,0.011463311118678779,0.01198192508711402,0.00943416786440943
71,1.0329002048211797,0.0,0.0,0.0,0.0,1.0329002048211797,0.0,0.0,0.0,1.0329002048211797,0.0,1.0329002048211797,0.0,0.0,0.0,0.0,0.0,0.0,1.0329002048211797,1.0329002048211797,-0.0034677652547678663,-0.008105844057898702,-0.017996918488122442,-0.0033296770203907426
72,2.0051177410243715,0.0,0.0,0.0,0.0,1.0025588705121857,0.0,2.0051177410243715,0.0,0.0,0.0,0.0,0.0,0.0,1.0025588705121857,0.0,0.0,0.0,0.0,0.0,-0.00028084360242661697,-0.00030001814961973033,-0.0012854401727609198,-0.0006925685873784046
73,2.036553355365784,0.0,1.018276677682892,0.0,0.0,0.0,0.0,1.018276677682892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036553355365784,0.0,0.0,0.0,0.0,-0.0026122581661547086,-5.422095038460595e-06,-0.01449288551542729,-0.0011661119062715242
74,0.9628872896090487,0.0,0.9628872896090487,0.0,0.0,2.888661868827146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9628872896090487,0.0,0.0,0.0,0.0,0.02119209901907128,0.0015959136801246162,0.012821072872978729,0.0015036248187766514
75,0.935460893168343,0.935460893168343,0.935460893168343,0.0,0.0,1.870921786336686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935460893168343,0.0,0.0,0.0,0.0,0.037635363903356485,0.00846823531131689,0.015765959612290693,0.0026695480046930106
76,1.004372774775809,0.0,1.004372774775809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.013118324327427,0.0,0.0,1.004372774775809,0.0,-0.0011550228735692832,-0.0007640594870979119,0.00019038838575317842,-0.002644080800895058
77,2.010236812841547,0.0,0.0,0.0,0.0,1.0051184064207734,0.0,0.0,1.0051184064207734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051184064207734,0.0,1.0051184064207734,0.0,-0.0020217321063888695,-0.002274612832330771,-0.002998196958820142,0.0021761354767663335
78,0.9969446855055896,0.0,0.0,0.9969446855055896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9938893710111791,0.0,0.0,0.0,0.0,0.9969446855055896,0.0,0.0,0.9969446855055896,-0.0031286742028567164,0.004336342387167987,-0.014764087576400225,0.016611733886499506
79,1.081063687447455,0.0,0.0,1.081063687447455,0.0,1.081063687447455,0.0,0.0,0.0,0.0,1.081063687447455,0.0,0.0,0.0,0.0,0.0,1.081063687447455,1.081063687447455,0.0,0.0,-0.010946457190946729,-0.014544175295372804,-0.01320348801580912,-0.04236956694532653
80,1.054638231743832,1.054638231743832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1639146952314965,0.0,0.0,1.054638231743832,0.0018936552177545984,-0.0025903408301806785,-0.03657364593587035,-0.017367900195535746
81,0.9718760173067875,0.0,0.0,0.0,0.0,0.0,0.9718760173067875,0.0,0.0,1.943752034613575,0.0,0.0,0.0,0.0,0.0,0.0,0.9718760173067875,0.0,0.0,0.9718760173067875,0.023423607034850673,-0.0007075979977054536,0.013686628728198053,-0.008278655072130716
82,2.0073957096728168,0.0,0.0,0.0,0.0,1.0036978548364084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0036978548364084,0.0,0.0,1.0036978548364084,0.0,0.0,1.0036978548364084,-0.008373573729176397,0.0008269670506689006,0.004891279024458949,-0.0010425271823598444
83,0.996501885827934,0.0,0.0,0.996501885827934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996501885827934,0.0,0.996501885827934,0.996501885827934,0.0,0.0,0.996501885827934,-0.016419293475640407,-0.02517060286618009,0.027885828702636756,0.01720218181124969
84,2.0734638537845544,0.0,0.0,1.0367319268922772,0.0,1.0367319268922772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0367319268922772,0.0,0.0,1.0367319268922772,0.005176180866493558,-0.007227630017620546,-0.026721583359508513,-0.007958894381641731
85,0.8419636204046648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6839272408093295,0.0,0.0,0.0,0.8419636204046648,0.0,0.0,0.0,0.0,0.8419636204046648,0.8419636204046648,0.05196115303027074,0.03046499842536691,0.04687427655959289,0.02873595158010454
86,0.9879288288834409,0.0,0.0,0.0,0.0,0.0,0.0,0.9879288288834409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9758576577668818,0.0,0.0,1.9758576577668818,0.011574405490199023,0.0009037538221356714,-0.002119806848204989,0.0017128186524294209
87,3.0189439977871135,0.0,1.0063146659290378,0.0,0.0,1.0063146659290378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0063146659290378,0.0,-0.016735702691061612,-0.0017886339224807385,0.009604059374224028,0.00260561131028051
88,0.9465722236556536,0.0,0.0,0.0,0.9465722236556536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465722236556536,0.0,0.9465722236556536,1.8931444473113073,0.00654327756360849,0.015786508310046167,0.022534882453126813,0.008563108017564902
89,0.0,0.0,0.0,0.0,0.9139085039164869,0.0,0.0,1.8278170078329739,0.0,1.8278170078329739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139085039164869,0.03342377552367048,0.002362130129362215,0.04088464594118641,0.00942094448929396
90,0.0,0.0,0.0,0.0,0.8585453429560979,0.0,0.0,0.8585453429560979,0.0,0.8585453429560979,0.8585453429560979,0.0,0.0,0.8585453429560979,0.0,0.0,0.0,0.8585453429560979,0.0,0.0,0.0404793048953605,0.03406392373389615,0.03819318391463819,0.028718244500007158
91,0.0,0.0,2.0012395238918432,0.0,1.0006197619459216,0.0,0.0,1.0006197619459216,0.0,0.0,0.0,0.0,0.0,0.0,1.0006197619459216,1.0006197619459216,0.0,0.0,0.0,0.0,0.001694447568066644,0.0008926303191919473,-0.00301112184437216,-0.0001957179888081034
92,0.0,0.0,0.0,0.0,1.0337724439590277,1.0337724439590277,0.0,0.0,0.0,1.0337724439590277,0.0,1.0337724439590277,0.0,0.0,0.0,0.0,0.0,0.0,1.0337724439590277,1.0337724439590277,-0.00041696225242615967,-0.008721865544289425,-0.024209394486492716,-0.0004242216758193522
93,0.0,0.0,0.9930526853199543,0.0,0.9930526853199543,0.9930526853199543,0.0,0.9930526853199543,0.0,0.9930526853199543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930526853199543,-0.025317577913066738,-0.006742628278150232,0.02735007461569986,0.011657446255562818
94,0.0,0.0,0.0,0.0,0.9256468991056775,0.0,0.0,0.9256468991056775,0.0,0.9256468991056775,0.0,0.0,0.0,0.0,0.0,0.0,0.9256468991056775,0.9256468991056775,0.9256468991056775,0.0,0.008526631450527466,0.025496347147804,0.019859243080584295,0.02047087921540657
